Oven1_NMHC,Oven1_NOx,LV1211 S01 PK113_BB40,LV1211 S01 PK110_BN20-2,LV1211 S01 PK110_BN20-1,LV1211 S01 PR114_BV25,LV1211 S02 PR210_BN20,LV1211 S01 PN613_BV25,LV1211 S02 PR310_BN20,LV1211 S02 PR313_BB40-1,LV1211 S01 PN111_BV25,LV1211 S01 PN111_BL50,LV1211 S01 PN212_BV25,LV1211 S01 PN213_BV25,LV1211 S04 VZ503_M1_F,LV1211 S04 VZ503_M1_C,LV1211 S04 VA515_M1_F,LV1211 S04 VA515_M1_C,LV1211 S04 VZ502_M1_F,LV1211 S04 VZ502_M1_C,LV1211 S03 MW300_BV25-1,LA1251 summary AmereMin charge,LV1281 S04 WR706 BV25-1,LV1281 S04 WR706 M1,LV1281 S04 WA506 BB40-1,LV1281 S04 WA506 BU88,LV1281 S04 WA506 BB40-2,LV1281 S04 WA506 BB40-4,LV1281 S04 WA506 BB40-5,LV1281 S03 VA306 M1,LV1281 S09 WU321 M1,LV1281 S09 WU321 BB40,LV1281 S09 WU321 M2,LV1281 S08 WU312 M1,LV1281 S08 WU312 BB40,LV1281 S08 WU312 M2,LV1281 S07 WU311 M1,LV1281 S07 WU311 BB40,LV1281 S07 WU311 M2,LV1281 S06 WU302 M1,LV1281 S06 WU302 BB40,LV1281  S06 WU302 M2,LV1281 S05 WU301 M1,LV1281 S05 WU301 BB40,LV1281 S05 WU301 M2,LV1281 S05 WU301 BB40-1,LV1281 S01 TS100 M1_O,LV1281 S01 TS100 M1_C,LV1281 S02 TK161 M3_O,LV1281 S02 TK161 M3_C,LV1281 VZ366 M1,LV1281 TK161 M1,LV1281 TK161 M2,LV1281 VA307 M1,LV1281 VF330 M1,LV1281 AS361 M1,LV1281 VA307 M3,LV1281 VZ366 BB40,LV1281 VA307 BB42,LV1281 WK363 BB40-1,LV1281 WK363 BB40-2,LV1281 WK363 BV25,LV1281 WK363 M2,LV1281 S01 Energy consumption,LV1281 S02 Energy consumption,LV1281 S03 Energy consumption,LV1281 Emergency Cooling Request,LV1281 Emergency Cooling Finished,LV1281 Production ON,LV1281 Production Release,LF1921 S01 TF270 Actual curent MoviFit,LF1921 S01 TF270 Number of unit,LF1921 S01 TF270 Transport forward,LF1921 S01 TF270 Forward,LF1921 S01 TF270 Home position,LF1921 RB260 Occupied,LF1921 RB260 Transport Forward,LF1921 RB260 Forward,LF1921 RB280 Occupied,LF1921 RB280 Transport Forward,LF1921 RB280 Forward,LF1921 RB290 Occupied,LF1921 RB290 Transport Forward,LF1921 RB290 Forward,LF1921 RB300 Occupied,LF1921 RB300 Transport Forward,LF1921 RB300 Forward,LF1921 RB310 Occupied,LF1921 RB310 Transport Forward,LF1921 RB310 Forward
0,1.127,26.088,98.311,96.599,0.029,98.148,0.013,96.296,34.676,61.292,587.384,161.097,160.735,0,0.003,0,0.017,0,0.015,0,28.135,156147,2.222,70,0,55.99,76.997,60.981,57.44,0.018,72.396,0,64.218,96.528,0,0.024,71.615,0,0.022,64.844,0,0.012,58.29,0,71.701,1,0,1,0,49.026,31.33,36.634,27.152,7.415,9.94,100,22.352,24.826,13,18.6,0.022,0,620393,202309,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.246,26.088,98.392,96.84,0.029,98.206,0.013,96.311,34.63,61.177,585.938,160.843,160.735,0,0.003,0,0.017,0,0.017,0,28.135,156147,2.222,70,0,55.99,75.998,60.981,57.383,0.018,72.179,0,63.785,96.311,0,0.024,71.615,0,0.022,64.8,0,0.012,58.247,0,71.528,1,0,1,0,48.929,32.343,36.907,27.208,7.515,9.94,100,22.367,24.826,13,18.6,0.022,0,620394,202310,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.186,26.065,98.443,96.565,0.029,98.148,0.013,96.296,34.606,61.115,585.938,161.169,160.699,0,0.003,0,0.015,0,0.017,1.1,28.135,156147,2.222,68,0,55.99,75.998,59.983,56.932,0.018,71.962,0,64.042,96.094,0,0.012,71.571,0,0.022,64.757,0,0.024,58.247,0,71.354,1,0,1,0,48.977,32.04,36.557,27.215,7.493,9.94,100,22.367,24.783,13,18.6,0.022,0,620394,202310,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.008,26.065,98.438,96.74,0.029,98.134,0.009,96.311,34.606,61.094,585.938,161.097,160.699,0,0.003,0,0.017,0,0.015,1.968,28.135,156147,2.222,68,0,55.99,75.998,59.983,56.862,0.018,71.745,0,63.748,95.833,0,0.012,71.528,0,0.022,64.714,0,0.024,58.203,0,71.181,1,0,1,0,49.541,33.146,36.933,27.109,7.557,9.94,100,22.352,24.826,13,18.6,0.022,0,620395,202311,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,26.065,98.397,96.557,0.029,98.09,0.009,96.296,34.606,61.146,584.491,160.988,160.554,0,0.003,0,0.015,0,0.015,1.071,28.135,156147,2.222,68,0,54.991,75.998,59.983,57.609,0.018,71.528,0,64.056,95.53,0,0.024,71.484,0,0.022,64.67,0,0.012,58.203,0,70.66,1,0,1,0,49.438,31.998,37.576,27.065,7.54,9.94,100,22.367,24.826,13,18.6,0.022,0,620396,202311,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,26.042,98.397,96.823,0.029,98.192,0.009,96.296,34.583,61.198,585.938,160.88,160.626,0,0.003,0,0.017,0,0.015,1.418,28.135,156147,2.222,68,0,54.991,75,59.983,57.369,0.018,71.311,0,63.667,95.312,0,0.012,71.441,0,0.022,64.627,0,0.024,58.16,0,70.486,1,0,1,0,49.311,31.767,36.969,27.14,7.501,9.94,100,22.338,24.826,13,18.6,0.022,0,620397,202311,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.008,26.042,98.362,96.732,0.029,98.192,0.009,96.311,34.583,61.135,584.491,160.952,160.663,0,0.003,0,0.017,0,0.017,0,28.135,156147,2.222,68,0,54.991,75,59.983,57.186,0.018,71.05,0,63.763,94.922,0,0.024,71.398,0,0.022,64.583,0,0.012,58.16,0,70.139,1,0,1,0,49.056,32.456,36.284,27.102,7.285,9.94,100,22.323,24.783,13,18.6,0.022,0,620397,202312,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,26.042,98.356,96.832,0.029,98.206,0.013,96.311,34.56,61.146,587.384,161.097,160.373,0,0.003,0,0.017,0,0.017,0,28.135,156147,2.222,68,0,54.991,75,59.983,57.059,0.018,70.79,0,63.777,94.835,0,0.012,71.398,0,0.022,64.497,0,0.012,58.116,0,69.965,1,0,1,0,49.862,31.983,36.166,27.165,7.369,9.94,100,22.323,24.783,13,18.6,0.022,0,620398,202312,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,26.042,98.346,96.715,0.029,98.163,0.009,96.296,34.56,61.115,584.491,161.35,160.771,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,68,0,54.991,73.958,58.984,57.158,0.018,70.616,0,64.181,94.575,0,0.012,71.354,0,0.022,64.453,0,0.024,58.116,0,69.792,1,0,1,0,49.529,33.074,37.967,27.034,7.505,9.94,100,22.338,24.783,13,18.6,0.022,0,620399,202313,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,26.042,98.367,96.54,0.029,98.163,0.009,96.296,34.537,61.219,585.938,161.097,160.59,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,68,0,54.991,73.958,58.984,57.2,0.018,70.443,0,63.638,94.358,0,0.012,71.267,0,0.022,64.41,0,0.012,58.073,0,69.618,1,0,1,0,49.359,33.305,36.922,27.102,7.423,9.94,100,22.338,24.826,13,18.6,0,0,620400,202313,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,26.042,98.164,96.474,0.029,98.134,0.009,96.311,34.537,60.958,585.938,161.097,160.699,0,0.003,0,0.017,0,0.015,1.042,28.135,156147,2.222,68,0,54.991,73.958,58.984,57.722,0.018,70.226,0,64.328,94.141,0,0.012,71.224,0,0.026,64.366,0,0.024,58.03,0,69.271,1,0,1,0,49.153,32.698,35.302,27.314,7.394,9.94,100,22.338,24.783,13,18.6,0.022,0,620400,202314,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.186,26.019,98.129,96.482,0.029,98.177,0.009,96.296,34.514,61.135,584.491,161.097,160.807,0,0.003,0,0.015,0,0.017,1.968,28.135,156147,2.222,66,0,54.991,73.958,58.984,56.763,0.018,69.965,0,64.695,93.924,0,0.012,71.224,0,0.022,64.323,0,0.012,58.03,0,69.097,1,0,1,0,49.141,32.065,36.367,27.102,7.335,9.94,100,22.352,24.783,13,18.6,0.022,0,620401,202314,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.424,26.019,98.068,96.449,0.029,98.264,0.013,96.296,34.491,61.135,584.491,161.205,160.265,0,0.003,0,0.017,0,0.017,0.637,28.135,156147,2.222,66,0,53.993,72.96,58.984,57.13,0.018,69.792,0,64.952,93.707,0,0.012,71.137,0,0.022,64.28,0,0.024,58.03,0,68.924,1,0,1,0,49.505,31.988,35.353,27.121,7.479,9.94,100,22.352,24.783,13.1,18.6,0.022,0,620402,202315,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,26.019,98.053,96.1,0.029,98.423,0.009,96.311,34.491,61.01,584.491,161.097,160.771,0,0.003,0,0.015,0,0.015,1.244,28.135,156147,2.222,66,0,53.993,72.96,58.984,56.819,0.018,69.531,0,64.203,93.446,0,0.024,71.137,0,0.022,64.193,0,0.012,57.986,0,68.924,1,0,1,0,49.517,32.086,36.356,27.171,7.335,9.94,100,22.352,24.783,13.1,18.6,0.022,0,620403,202315,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031,1.305,26.019,97.987,96.008,0.029,98.655,0.009,96.311,34.491,61.156,584.491,160.952,160.626,0,0.003,0,0.015,0,0.015,0,28.135,156147,2.222,66,0,53.993,72.96,58.984,57.327,0.018,69.314,0,64.746,93.186,0,0.012,71.137,0,0.026,64.149,0,0.012,57.986,0,68.403,1,0,1,0,48.905,32.431,36.048,27.065,7.446,9.94,100,22.352,24.74,13.1,18.6,0.022,0,620403,202315,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.186,25.995,97.941,96.183,0.029,98.756,0.009,96.296,34.468,61.094,584.491,160.699,160.59,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,66,0,53.993,72.96,57.986,57.2,0.018,69.141,0,65.29,92.925,0,0.024,71.05,0,0.022,64.106,0,0.012,57.943,0,68.403,1,0,1,0,49.389,33.593,36.506,27.127,7.289,9.94,100,22.367,24.783,13.1,18.6,0.022,0,620404,202316,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.246,26.019,97.941,96.116,0.029,98.756,0.013,96.296,34.468,61.083,584.491,161.205,160.518,0,0.003,0,0.017,0,0.017,0,28.135,156147,2.222,66,0,53.993,71.962,57.986,56.481,0.018,68.924,0,64.365,92.708,0,0.012,71.007,0,0.022,64.062,0,0.012,57.943,0,68.229,1,0,1,0,48.771,34.17,37.283,27.221,7.448,9.94,100,22.367,24.783,13.1,18.6,0.022,0,620405,202316,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,25.995,98.073,96.274,0.029,98.872,0.013,96.296,34.444,61.01,583.044,160.88,160.626,0,0.003,0,0.017,0,0.015,0,28.135,156147,2.222,66,0,53.993,71.962,57.986,57.412,0.018,68.707,0,64.673,92.405,0,0.012,70.92,0,0.022,64.019,0,0.012,57.943,0,67.882,1,0,1,0,49.802,31.69,37.123,27.127,7.449,9.94,100,22.381,24.783,13.1,18.6,0.022,0,620406,202317,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.008,25.995,98.037,96.233,0.029,98.727,0.009,96.296,34.444,61.083,583.044,161.169,160.807,0,0.003,0,0.015,0,0.017,1.013,28.135,156147,2.222,66,0,53.993,71.962,57.986,57.398,0.018,68.446,0,64.321,92.231,0,0.024,70.877,0,0.026,63.976,0,0.012,57.943,0,67.882,1,0,1,0,49.123,33.141,35.811,27.084,7.214,9.94,100,22.41,24.783,13.1,18.6,0.022,0,620406,202317,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.008,25.995,98.053,96.266,0.029,98.597,0.009,96.296,34.421,61.25,583.044,160.88,160.59,0,0.003,0,0.017,0,0.017,1.968,28.135,156147,2.222,66,0,53.993,71.962,57.986,57.116,0.018,68.273,0,64.497,92.014,0,0.012,70.833,0,0.022,63.932,0,0.012,57.899,0,67.535,1,0,1,0,49.117,32.251,36.454,27.102,7.391,9.94,100,22.41,24.826,13.1,18.6,0.022,0,620407,202318,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,25.995,98.174,96.158,0.029,98.365,0.009,96.296,34.421,61.146,583.044,161.097,160.771,0,0.003,0,0.015,0,0.017,0.694,28.135,156147,2.222,66,0,53.993,71.962,57.986,56.862,0.018,68.099,0,64.967,91.84,0,0.024,70.79,0,0.022,63.845,0,0.012,57.899,0,67.361,1,0,1,0,49.577,31.803,35.626,27.127,7.347,9.94,100,22.425,24.826,13.1,18.6,0.022,0,620408,202318,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.008,25.972,98.134,96.233,0.029,98.235,0.009,96.296,34.421,61.115,583.044,160.952,160.554,0,0.003,0,0.015,0,0.017,0.984,28.135,156147,2.222,66,0,53.993,70.964,57.986,56.89,0.018,67.882,0,64.519,91.623,0,0.024,70.79,0,0.026,63.802,0,0.012,57.856,0,67.188,1,0,1,0,50.232,32.518,36.079,26.959,7.453,9.94,100,22.439,24.826,13.1,18.6,0.022,0,620409,202318,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,25.995,98.215,96.316,0.029,98.206,0.009,96.296,34.398,61.135,583.044,161.06,160.59,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,66,0,52.995,70.964,56.988,56.876,0.018,67.665,0,65.326,91.363,0,0.024,70.747,0,0.022,63.759,0,0.012,57.856,0,67.014,1,0,1,0,49.147,33.362,37.699,27.271,7.547,9.94,100,22.468,24.826,13.1,18.6,0.022,0,620409,202319,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.186,25.972,98.205,96.332,0.029,98.148,0.009,96.296,34.398,61.021,583.044,161.06,160.518,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,64,0,52.995,70.964,56.988,57.426,0.018,67.448,0,65.025,91.102,0,0.024,70.703,0,0.022,63.672,0,0.012,57.856,0,66.84,1,0,1,0,49.177,31.499,36.943,27.215,7.494,9.94,100,22.497,24.826,13.1,18.6,0.022,0,620410,202319,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.246,25.995,98.194,96.374,0.029,98.134,0.009,96.296,34.375,61.104,583.044,161.024,160.626,0,0.003,0,0.017,0,0.017,0,28.135,156147,2.222,64,0,52.995,70.964,56.988,56.989,0.018,67.231,0,64.68,90.929,0,0.012,70.66,0,0.022,63.672,0,0.012,57.812,0,66.667,1,0,1,0,49.547,31.762,36.665,27.127,7.267,9.94,100,22.497,24.826,13.1,18.6,0.022,0,620411,202320,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.246,25.972,98.301,96.474,0.029,98.192,0.009,96.296,34.375,61.198,583.044,161.495,160.59,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,64,0,52.995,70.964,56.988,57.172,0.018,67.057,0,65.018,90.668,0,0.024,70.66,0,0.018,63.585,0,0.012,57.769,0,66.493,1,0,1,0,49.717,31.654,36.768,27.134,7.501,9.94,100,22.512,24.826,13.1,18.6,0.022,0,620412,202320,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.186,25.995,98.275,96.424,0.029,98.148,0.009,96.296,34.352,61.25,583.044,160.952,160.843,0,0.003,0,0.017,0,0.017,0.955,28.135,156147,2.222,64,0,52.995,69.965,56.988,57.214,0.018,66.884,0,64.541,90.451,0,0.024,70.573,0,0.018,63.542,0,0.012,57.726,0,66.319,1,0,1,0,49.395,30.794,36.341,27.077,7.599,9.94,100,22.526,24.826,13.1,18.5,0.022,0,620412,202321,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,25.972,98.23,96.441,0.029,98.119,0.009,96.296,34.352,61.042,583.044,161.097,160.482,0,0.003,0,0.015,0,0.015,1.881,28.135,156147,2.222,64,0,52.995,69.965,56.988,56.975,0.018,66.623,0,65.275,90.278,0,0.024,70.53,0,0.022,63.498,0,0.012,57.726,0,66.146,1,0,1,0,49.335,31.906,36.377,27.171,7.584,9.94,100,22.541,24.826,13.1,18.6,0,0,620413,202321,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,25.972,98.245,96.532,0.029,98.148,0.009,96.296,34.329,60.99,580.15,161.133,160.916,0,0.003,0,0.015,0,0.017,0.579,28.135,156147,2.222,64,0,52.995,69.965,56.988,57.116,0.018,66.45,0,65.114,90.061,0,0.024,70.486,0,0.022,63.455,0,0.012,57.726,0,65.972,1,0,1,0,48.983,31.396,37.175,26.947,7.438,9.94,100,22.555,24.826,13.1,18.6,0.022,0,620414,202322,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,25.972,98.245,96.665,0.029,98.206,0.009,96.296,34.306,61.24,583.044,161.097,160.735,0,0.003,0,0.015,0,0.017,0.926,28.135,156147,2.222,64,0,52.995,69.965,56.988,57.947,0.018,66.233,0,65.209,89.844,0,0.024,70.443,0,0.022,63.368,0,0.012,57.682,0,65.799,1,0,1,0,49.232,31.772,36.207,26.897,7.501,9.94,100,22.584,24.826,13.1,18.5,0.022,0,620415,202322,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,25.949,98.362,96.649,0.029,98.09,0.013,96.296,34.306,61.042,581.597,161.097,160.626,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,64,0,52.995,68.967,55.99,57.144,0.018,66.059,0,64.849,89.67,0,0.024,70.356,0,0.022,63.325,0,0.012,57.639,0,65.451,1,0,1,0,49.82,31.52,36.053,27.102,7.346,9.94,100,22.584,24.87,13.2,18.5,0.022,0,620415,202322,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.246,25.949,98.291,96.715,0.029,98.163,0.009,96.296,34.329,61.021,581.597,160.771,160.482,0,0.003,0,0.017,0,0.017,0,28.135,156147,2.222,64,0,52.995,68.967,55.99,57.722,0.018,65.842,0,65.356,89.497,0,0.024,70.312,0,0.022,63.238,0,0.012,57.595,0,65.104,1,0,1,0,49.414,31.494,37.53,27.109,7.417,9.94,100,22.584,24.87,13.2,18.6,0.022,0,620416,202323,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,25.949,98.346,96.682,0.029,98.192,0.009,96.296,34.306,61.198,580.15,161.386,160.59,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,64,0,52.995,68.967,55.99,56.932,0.018,65.625,0,65.517,89.236,0,0.012,70.269,0,0.022,63.194,0,0.012,57.595,0,65.104,1,0,1,0,49.498,33.115,36.645,27.165,7.421,9.94,100,22.598,24.826,13.2,18.6,0,0,620417,202323,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,25.972,98.286,96.74,0.029,98.177,0.009,96.296,34.306,61.052,581.597,160.916,160.626,0,0.003,0,0.017,0,0.015,0,28.135,156147,2.222,64,0,52.995,68.967,55.99,56.946,0.018,65.451,0,64.277,89.019,0,0.024,70.226,0,0.022,63.108,0,0.012,57.552,0,64.931,1,0,1,0,49.062,31.988,35.507,27.077,7.465,9.94,100,22.584,24.87,13.2,18.6,0,0,620418,202324,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.008,25.972,98.392,96.882,0.029,98.134,0.009,96.296,34.282,61.24,581.597,161.241,160.409,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,64,0,51.997,68.967,55.99,57.369,0.018,65.278,0,64.533,88.802,0,0.024,70.182,0,0.022,63.064,0,0.012,57.552,0,64.583,1,0,1,0,50.002,31.89,36.043,27.134,7.233,9.94,100,22.627,24.87,13.2,18.5,0.022,0,620418,202324,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.186,25.949,98.296,96.84,0.029,98.148,0.013,96.296,34.282,61.021,581.597,161.169,160.735,0,0.003,0,0.015,0,0.015,1.823,28.135,156147,2.222,64,0,51.997,67.969,55.99,57.44,0.018,65.061,0,65.767,88.672,0,0.024,70.139,0,0.022,63.021,0,0.012,57.509,0,64.583,1,0,1,0,49.547,33.105,37.221,27.065,7.461,9.94,100,22.656,24.87,13.2,18.5,0.022,0,620419,202325,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.186,25.926,98.316,96.657,0.029,98.22,0.009,96.296,34.259,61.083,580.15,160.88,160.626,0,0.003,0,0.017,0,0.015,1.476,28.135,156147,2.222,64,0,51.997,67.969,55.99,57.553,0.018,64.887,0,64.879,88.498,0,0.024,70.139,0,0.022,62.977,0,0.012,57.465,0,64.41,1,0,1,0,49.917,32.024,37.596,26.903,7.661,9.94,100,22.656,24.87,13.2,18.5,0.022,0,620420,202325,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.424,25.972,98.194,96.565,0.029,98.177,0.009,96.282,34.259,61.073,581.597,161.169,160.59,0,0.003,0,0.015,0,0.015,1.418,28.135,156147,2.222,61,0,51.997,67.969,55.99,57.214,0.018,64.67,0,65.069,88.238,0,0.024,70.139,0,0.022,62.891,0,0.012,57.465,0,64.41,1,0,1,0,49.595,31.911,37.576,27.09,7.371,9.94,100,22.685,24.913,13.2,18.5,0.022,0,620421,202326,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.949,25.926,98.113,96.332,0.029,98.134,0.013,96.296,34.236,61.188,580.15,160.807,160.626,0,0.003,0,0.015,0,0.017,0.694,28.135,156147,2.222,61,0,51.997,67.969,54.991,57.299,0.018,64.453,0,64.746,88.021,0,0.024,70.095,0,0.022,62.847,0,0.012,57.422,0,64.062,1,0,1,0,50.08,32.57,36.614,27.215,7.347,9.94,100,22.685,24.913,13.2,18.5,0.022,0,620422,202326,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,25.949,98.113,96.499,0.029,98.177,0.009,96.282,34.236,61.125,580.15,161.133,160.663,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,61,0,51.997,67.969,54.991,57.059,0.018,64.28,0,65.319,87.76,0,0.012,70.095,0,0.022,62.804,0,0.012,57.378,0,63.889,1,0,1,0,49.717,31.906,36.413,27.252,7.37,9.94,100,22.685,24.913,13.2,18.6,0.022,0,620422,202326,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,25.926,98.012,96.399,0.029,98.307,0.009,96.296,34.213,61.073,580.15,160.988,160.626,0,0.003,0,0.017,0,0.015,0,28.135,156147,2.222,61,0,51.997,67.969,54.991,57.087,0.018,64.106,0,64.578,87.543,0,0.024,70.139,0,0.022,62.717,0,0.012,57.378,0,63.715,1,0,1,0,49.668,33.233,36.202,27.159,7.438,9.94,100,22.7,24.913,13.2,18.5,0.022,0,620423,202327,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.246,25.926,98.088,96.407,0.029,98.394,0.009,96.282,34.213,61.125,578.704,160.916,160.735,0,0.003,0,0.015,0,0.015,0,28.135,156147,2.222,61,0,51.997,66.97,54.991,57.482,0.018,63.889,0,65.011,87.413,0,0.012,70.052,0,0.022,62.674,0,0.012,57.335,0,63.715,1,0,1,0,49.044,32.482,34.808,27.109,7.335,9.94,100,22.714,24.913,13.2,18.5,0.022,0,620424,202327,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,25.926,98.032,96.108,0.029,98.539,0.009,96.282,34.19,60.969,578.704,161.024,160.771,0,0.003,0,0.017,0,0.017,1.042,28.135,156147,2.222,61,0,51.997,66.97,54.991,57.651,0.018,63.672,0,65.29,87.24,0,0.012,69.965,0,0.022,62.63,0,0.012,57.292,0,63.542,1,0,1,0,49.741,32.045,36.305,27.084,7.574,9.94,100,22.729,24.957,13.2,18.5,0.022,0,620425,202328,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,25.926,98.053,96.291,0.029,98.683,0.013,96.282,34.19,61.271,578.704,161.06,160.699,0,0.003,0,0.015,0,0.017,1.736,28.135,156147,2.222,61,0,51.997,66.97,54.991,57.214,0.018,63.498,0,65.246,87.023,0,0.012,69.965,0,0.022,62.587,0,0.012,57.248,0,63.368,1,0,1,0,49.85,32.482,35.579,27.034,7.575,9.94,100,22.7,24.913,13.2,18.5,0.022,0,620425,202328,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,25.926,98.113,96.299,0.029,98.582,0.009,96.282,34.167,61.052,580.15,160.988,160.626,0,0.003,0,0.015,0,0.015,3.009,28.135,156147,2.222,61,0,51.997,66.97,54.991,57.877,0.018,63.325,0,65.583,86.806,0,0.024,69.922,0,0.026,62.5,0,0.024,57.205,0,63.194,1,0,1,0,50.038,32.868,36.969,27.015,7.353,9.94,100,22.671,24.957,13.2,18.5,0.022,0,620426,202329,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.424,25.926,98.103,96.549,0.029,98.278,0.009,96.282,34.167,61.115,578.704,160.952,160.807,0,0.003,0,0.017,0,0.015,1.505,28.135,156147,2.222,61,0,50.998,66.97,54.991,57.524,0.018,63.108,0,65.422,86.632,0,0.012,69.835,0,0.022,62.457,0,0.024,57.205,0,63.021,1,0,1,0,49.414,32.858,38.044,26.94,7.274,9.94,100,22.671,24.913,13.2,18.5,0.022,0,620427,202329,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
